2022-01-24 09:46:26.005654 ; Session        ; Debug       ; Session log loaded as 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\SessionLogs\editor 2022-01-24 09-46-22.txt'. [13.3 ms]
2022-01-24 09:46:31.360421 ; Settings       ; Debug       ; EngineSettings loaded from C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Settings\Engine.xml [96.7 ms]
2022-01-24 09:46:31.379394 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [8.15 ms]
2022-01-24 09:46:31.433382 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2022-01-24 09-46-31.txt'. [24.8 ms]
2022-01-24 09:46:32.498959 ; Main           ; Debug       ; GUI initialized. [1.23 s]
2022-01-24 09:46:32.498959 ; Main           ; Debug       ; Docking manager initialized. [173 us]
2022-01-24 09:46:32.638958 ; Resolver       ; Debug       ; Found match for Keysight.Kal.Licensing.Api, Version=4.0.0.0, Culture=neutral, PublicKeyToken=55333af07c70062e in C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Dependencies\Keysight.Kal.Licensing.Api.4.0.0.0\Keysight.Kal.Licensing.Api.dll
2022-01-24 09:46:32.696957 ; PluginManager  ; Debug       ; Loaded PackageManager. [1.16 ms]
2022-01-24 09:46:32.697956 ; PluginManager  ; Debug       ; Loaded Editor. [156 us]
2022-01-24 09:46:32.771958 ; PluginManager  ; Debug       ; Loaded ResultsViewer. [73.3 ms]
2022-01-24 09:46:32.829958 ; PluginManager  ; Debug       ; Loaded RunExplorer. [56.7 ms]
2022-01-24 09:46:32.874960 ; PluginManager  ; Debug       ; Loaded TimingAnalyzer. [44.7 ms]
2022-01-24 09:46:32.896963 ; Settings       ; Debug       ; ConnectionSettings loaded from C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Settings\Bench\Default\Connections.xml [20.0 ms]
2022-01-24 09:46:32.914958 ; Settings       ; Debug       ; DutSettings loaded from C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Settings\Bench\Default\DUTs.xml [17.2 ms]
2022-01-24 09:46:33.032957 ; PluginManager  ; Debug       ; Loaded Oscilloscope. [87.5 ms]
2022-01-24 09:46:33.225957 ; Settings       ; Debug       ; InstrumentSettings loaded from C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Settings\Bench\Default\Instruments.xml [310 ms]
2022-01-24 09:46:33.248960 ; Settings       ; Debug       ; ResultSettings loaded from C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Settings\Results.xml [23.2 ms]
2022-01-24 09:46:33.853957 ; Main           ; Debug       ; Update check complete. [1.33 s]
2022-01-24 09:46:34.608358 ; Resolver       ; Debug       ; Found match for Keysight.Ccl.Licensing.Api, Version=5.2.0.5231, Culture=neutral, PublicKeyToken=55333af07c70062e in C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Dependencies\Keysight.Ccl.Licensing.Api.5.3.2.19\Keysight.Ccl.Licensing.Api.dll
2022-01-24 09:46:35.419397 ; Resolver       ; Debug       ; Found 23/87 assembly files. [56.1 ms]
2022-01-24 09:46:35.419397 ; Resolver       ; Debug       ; Unable to find match for Keysight.Ftl.Licensing.Api, Version=1.0.0.0, Culture=neutral, PublicKeyToken=55333af07c70062e
2022-01-24 09:46:35.439922 ; OpenTAP        ; Information ; OpenTAP version '9.16.4+654f0b6b' 64-bit initialized 01/24/2022 [12.9 s]
2022-01-24 09:46:36.588243 ; Settings       ; Debug       ; PanelSettings loaded from C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Settings\GUI Panels.xml [16.8 ms]
2022-01-24 09:46:37.130293 ; Main           ; Debug       ; Application startup finished. [14.6 s]
2022-01-24 09:46:40.262841 ; Settings       ; Debug       ; Saved GuiControlsSettings to C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Settings\GUI Controls.xml [19.3 ms]
2022-01-24 09:46:40.284960 ; Settings       ; Debug       ; Saved PanelSettings to C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Settings\GUI Panels.xml [3.98 ms]
2022-01-24 09:46:40.291007 ; Settings       ; Debug       ; Saved EditorSettings to C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Settings\Editor.xml [5.90 ms]
2022-01-24 09:46:48.333414 ; Settings       ; Debug       ; Saved ConnectionSettings to C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Settings\Bench\Default\Connections.xml [3.27 ms]
2022-01-24 09:46:48.341423 ; Settings       ; Debug       ; Saved DutSettings to C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Settings\Bench\Default\DUTs.xml [6.76 ms]
2022-01-24 09:46:48.349417 ; Settings       ; Debug       ; Saved EditorSettings to C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Settings\Editor.xml [7.63 ms]
2022-01-24 09:46:48.368420 ; Settings       ; Debug       ; Saved EngineSettings to C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Settings\Engine.xml [17.8 ms]
2022-01-24 09:46:48.385416 ; Settings       ; Debug       ; Saved InstrumentSettings to C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Settings\Bench\Default\Instruments.xml [16.4 ms]
2022-01-24 09:46:48.393418 ; Settings       ; Debug       ; Saved ResultSettings to C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Debug\Settings\Results.xml [7.56 ms]
2022-01-24 09:46:48.448615 ; Main           ; Debug       ; Reloaded test plan. [29.2 ms]
2022-01-24 09:50:11.610568 ; TestPlan       ; Information ; -----------------------------------------------------------------
2022-01-24 09:50:11.659242 ; TestPlan       ; Information ; Starting TestPlan 'Untitled' on 01/24/2022 09:50:11, 1 of 1 TestSteps enabled.
2022-01-24 09:50:11.775322 ; TestPlan       ; Debug       ; Saved Test Plan XML [10.8 ms]
2022-01-24 09:50:11.790326 ; Settings       ; Debug       ; No settings file exists for TestPlanRunPackageParameterMonitor. A new instance with default values has been created. [632 us]
2022-01-24 09:50:11.957395 ; Scope          ; Debug       ; Connecting to 'TCPIP0::localhost::inst0::INSTR'
2022-01-24 09:50:12.134397 ; Scope          ; Debug       ; SCPI >> *IDN? [11.0 ms]
2022-01-24 09:50:12.134397 ; Scope          ; Debug       ; SCPI << KEYSIGHT TECHNOLOGIES,N8900A,JF79387449,06.71.00202
2022-01-24 09:50:12.134397 ; Scope          ; Information ; Now connected to: KEYSIGHT TECHNOLOGIES,N8900A,JF79387449,06.71.00202
2022-01-24 09:50:12.139397 ; Scope          ; Debug       ; SCPI >> *CLS [1.09 ms]
2022-01-24 09:50:12.141395 ; Scope          ; Information ; Resource "Scope (TCPIP0::localhost::inst0::INSTR)" opened. [212 ms]
2022-01-24 09:50:12.188395 ; TestPlan       ; Debug       ; PrePlanRun Methods completed [11.1 ms]
2022-01-24 09:50:12.213396 ; TestPlan       ; Information ; "IDN" started.
2022-01-24 09:50:12.225395 ; Scope          ; Debug       ; SCPI >> *IDN? [1.67 ms]
2022-01-24 09:50:12.225395 ; Scope          ; Debug       ; SCPI << KEYSIGHT TECHNOLOGIES,N8900A,JF79387449,06.71.00202
2022-01-24 09:50:12.232396 ; TestStep       ; Information ; KEYSIGHT TECHNOLOGIES,N8900A,JF79387449,06.71.00202
2022-01-24 09:50:12.246395 ; TestPlan       ; Information ; "IDN" completed. [30.3 ms]
2022-01-24 09:50:12.249398 ; TestPlan       ; Debug       ; Test step runs finished. [61.2 ms]
2022-01-24 09:50:12.294393 ; Summary        ; Information ; ----- Summary of test plan started 01/24/2022 09:50:11 -----
2022-01-24 09:50:12.300395 ; Summary        ; Information ;  IDN                                              30.3 ms         
2022-01-24 09:50:12.301395 ; Summary        ; Information ; ------------------------------------------------------------
2022-01-24 09:50:12.302394 ; Summary        ; Information ; -------- Test plan completed successfully in 471 ms --------
2022-01-24 09:50:12.367397 ; Scope          ; Information ; Resource "Scope (TCPIP0::localhost::inst0::INSTR)" closed. [32.8 ms]
