2022-01-24 13:03:38.770663 ; Session        ; Debug       ; Session log loaded as 'C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\SessionLogs\editor 2022-01-24 13-03-36.txt'. [14.0 ms]
2022-01-24 13:03:41.851985 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [16.0 ms]
2022-01-24 13:03:41.894987 ; PluginManager  ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [15.2 ms]
2022-01-24 13:03:42.053990 ; PluginManager  ; Debug       ; Loaded mscorlib. [1.10 us]
2022-01-24 13:03:42.732988 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [4.06 ms]
2022-01-24 13:03:42.879988 ; Settings       ; Debug       ; No settings file exists for PanelSettings. A new instance with default values has been created. [557 us]
2022-01-24 13:03:43.021990 ; PluginManager  ; Debug       ; Loaded PackageManager. [664 us]
2022-01-24 13:03:43.022988 ; PluginManager  ; Debug       ; Loaded Editor. [85.7 us]
2022-01-24 13:03:43.038987 ; PluginManager  ; Debug       ; Loaded ResultsViewer. [14.6 ms]
2022-01-24 13:03:43.072987 ; PluginManager  ; Debug       ; Loaded RunExplorer. [32.5 ms]
2022-01-24 13:03:43.101992 ; PluginManager  ; Debug       ; Loaded TimingAnalyzer. [27.1 ms]
2022-01-24 13:03:43.281988 ; PluginManager  ; Debug       ; Loaded PresentationFramework. [800 ns]
2022-01-24 13:03:43.400987 ; Main           ; Debug       ; GUI initialized. [1.77 s]
2022-01-24 13:03:43.400987 ; Main           ; Debug       ; Docking manager initialized. [199 us]
2022-01-24 13:03:43.499990 ; Settings       ; Debug       ; No settings file exists for ConnectionSettings. A new instance with default values has been created. [3.07 ms]
2022-01-24 13:03:43.500991 ; Settings       ; Debug       ; No settings file exists for DutSettings. A new instance with default values has been created. [830 us]
2022-01-24 13:03:43.501987 ; Settings       ; Debug       ; No settings file exists for InstrumentSettings. A new instance with default values has been created. [801 us]
2022-01-24 13:03:43.502990 ; Settings       ; Debug       ; No settings file exists for ResultSettings. A new instance with default values has been created. [757 us]
2022-01-24 13:03:43.651996 ; Resolver       ; Debug       ; Found match for Keysight.Kal.Licensing.Api, Version=4.0.0.0, Culture=neutral, PublicKeyToken=55333af07c70062e in C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\Dependencies\Keysight.Kal.Licensing.Api.4.0.0.0\Keysight.Kal.Licensing.Api.dll
2022-01-24 13:03:44.567995 ; Resolver       ; Debug       ; Found match for Keysight.Ccl.Licensing.Api, Version=5.2.0.5231, Culture=neutral, PublicKeyToken=55333af07c70062e in C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\Dependencies\Keysight.Ccl.Licensing.Api.5.3.2.19\Keysight.Ccl.Licensing.Api.dll
2022-01-24 13:03:44.582988 ; Main           ; Debug       ; Update check complete. [1.16 s]
2022-01-24 13:03:45.532004 ; Resolver       ; Debug       ; Unable to find match for Keysight.Ftl.Licensing.Api, Version=1.0.0.0, Culture=neutral, PublicKeyToken=55333af07c70062e
2022-01-24 13:03:45.540006 ; OpenTAP        ; Information ; OpenTAP version '9.16.4+654f0b6b' 64-bit initialized 01/24/2022 [9.33 s]
2022-01-24 13:03:46.371005 ; Main           ; Debug       ; Application startup finished. [10.1 s]
2022-01-24 13:03:51.895476 ; Settings       ; Debug       ; Saved GuiControlsSettings to C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\Settings\GUI Controls.xml [104 ms]
2022-01-24 13:03:51.899478 ; Settings       ; Debug       ; Saved PanelSettings to C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\Settings\GUI Panels.xml [3.34 ms]
2022-01-24 13:03:51.911480 ; Settings       ; Debug       ; Saved EditorSettings to C:\Users\seokchoi\source\repos\Oscilloscope\Oscilloscope\bin\Release\Settings\Editor.xml [10.9 ms]
